id;start_date;updated_date;survey_id;email;status;device_type;contact_id;contact_list_id;promotion_code;"1_¿Cuáles de estos servicios utiliza habitualmente? Marque todos los que utilice__Servicio de préstamo (libros, partituras, audiovisuales)";"1_¿Cuáles de estos servicios utiliza habitualmente? Marque todos los que utilice__Servicio de cabinas de ensayo";"1_¿Cuáles de estos servicios utiliza habitualmente? Marque todos los que utilice__Servicio de préstamo de instrumentos musicales a domicilio";"1_¿Cuáles de estos servicios utiliza habitualmente? Marque todos los que utilice__Servicio de información general y especializada";1_¿Cuáles de estos servicios utiliza habitualmente? Marque todos los que utilice__Servicio de reprografía de documentos (fotocopias, digitalización);1_¿Cuáles de estos servicios utiliza habitualmente? Marque todos los que utilice__Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);"2_¿Ha utilizado el servicio de préstamo de documentos?
40903960;2023-11-09 11:31:28;2023-11-09 11:33:46;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;7;10;6;10;10;10;10;No;;6;8;Afinar los pianos con mayor frecuencia;De 18 a 25 años;Mujer;
40904004;2023-11-09 11:40:25;2023-11-09 11:43:09;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;8;8;7;10;10;;;;;9;No;;;9;;De 41 a 64 años;Mujer;
40904158;2023-11-09 12:07:52;2023-11-09 12:11:03;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;Servicio de información general y especializada;;;Sí;10;No;;No;;No;;;;9;9;10;10;5;10;10;Sí;9;9;10;más espacio en la sala de lectura/estudio. Me gusta mucho que este abierta domingos y festivos, un lujo;De 41 a 64 años;Mujer;
40904262;2023-11-09 12:23:09;2023-11-09 12:24:25;339096;;Parcial;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;;;;;;;;;;;;;;
40904461;2023-11-09 12:34:19;2023-11-09 12:36:42;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;6;6;6;6;6;3;;;5;6;Sí;3;0;4;Cambiar pianos y afinarlos y regularlos mucho más a menudo  ;De 18 a 25 años;Hombre;
40904636;2023-11-09 12:53:15;2023-11-09 12:54:23;339096;;Parcial;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;10;No;;No;;;;;;;;;;;;;;;;;;;;
40904648;2023-11-09 12:54:29;2023-11-09 12:58:19;339096;;Completa;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;10;No;;No;;Sí;;4;4;9;;;6;8;;7;No;;10;9;Que en las cabinas pueda haber dos instrumentos. Ejemplo: piano y contrabajo si es necesario. Que en las cabinas de “rock” donde también se ensaya jazz, pieda haber un piano eléctrico bueno y un contrabajo. Gracias infinitas por este servicio. Es importante que haya sitios así.;De 26 a 40 años;Mujer;
40904848;2023-11-09 13:11:55;2023-11-09 13:15:03;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;Servicio de información general y especializada;;;Sí;9;No;;Sí;10;Sí;8;8;10;9;10;5;9;10;8;7;No;;;9;Digitalización de acceso libre por internet. O al menos de las portadas. En varias ocasiones he buscado algún manuscrito y no he podido llegar a ninguna conclusión porque la foto de la portada estaba en un formato de muy mala calidad.;De 18 a 25 años;Hombre;
40905099;2023-11-09 13:33:17;2023-11-09 13:34:44;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;10;10;10;10;10;10;10;10;10;10;No;;10;10;;De 18 a 25 años;Mujer;
40905305;2023-11-09 13:56:37;2023-11-09 13:56:58;339096;;Parcial;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;Sí;9;No;;;;;;;;;;;;;;;;;;;;;;
40905496;2023-11-09 14:14:11;2023-11-09 14:17:05;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;10;6;3;5;5;9;Sí;;;;;De 41 a 64 años;Hombre;
40905536;2023-11-09 14:18:37;2023-11-09 14:20:18;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;Sí;10;No;;No;;No;;;;9;10;10;10;10;10;10;No;;10;10;;De 26 a 40 años;Mujer;
40906441;2023-11-09 15:28:20;2023-11-09 15:36:04;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;Sí;9;No;;No;;No;;;;10;10;9;;;10;10;Sí;9;7;9;Solamente vigilar el estado de algunas de las teclas de algún piano que se encontraban en mal estado.  ;De 41 a 64 años;Hombre;
40907195;2023-11-09 16:25:43;2023-11-09 16:29:53;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;9;8;;;;;Sí;9;8;10;En mi caso solo acudo a la cabina de ensayo de piano. He estado en varias cabinas, el servicio me parece estupendo. Aportaría como sugerencia la afinación y mejora de las teclas de algunos pianos. Aún así repetiré. ;De 26 a 40 años;Mujer;
40907567;2023-11-09 16:55:37;2023-11-09 16:57:33;339096;;Parcial;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;8;8;8;7;7;;;;;;;;;;
40907865;2023-11-09 17:18:18;2023-11-09 17:32:58;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;10;10;10;10;8;10;10;10;10;10;Sí;10;10;10;Soy fan de la biblioteca y las cabinas de ensayo. No se me ocurre nada para mejorar.;De 18 a 25 años;Mujer;
40908043;2023-11-09 17:31:06;2023-11-09 17:34:41;339096;;Completa;Mobile;;;;;;;Servicio de información general y especializada;;;No;;No;;No;;No;;;;;10;10;10;10;10;10;Sí;10;10;10;Que para utilizar una sala de ensayo, si está libre, lo pueda hacer en el momento porque yo no puedo programar si la necesito un día antes. Gracias;De 41 a 64 años;Mujer;
40908118;2023-11-09 17:37:00;2023-11-09 17:40:37;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;Sí;9;No;;No;;No;;;;9;9;;;8;;;;;;9;;De 41 a 64 años;Hombre;
40908251;2023-11-09 17:49:41;2023-11-09 17:52:37;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;10;10;10;10;10;10;10;10;10;10;Sí;10;10;10;Todo perfecto, uso los servicios de la biblioteca habitualmente. Personal muy amable y trato inmejorable. Muchas gracias.;De 26 a 40 años;Mujer;
40909323;2023-11-09 19:23:50;2023-11-09 19:25:36;339096;;Completa;Desktop;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;No;;;;;;;;9;10;;;;;;;;;9;;De 41 a 64 años;Hombre;
40909614;2023-11-09 19:43:02;2023-11-09 19:47:18;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;10;10;10;10;9;10;No;;10;10;Poder tener acceso a las salas de ensayo todos los días sería estupendo;De 41 a 64 años;Hombre;
40910498;2023-11-09 21:08:46;2023-11-09 21:11:08;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);No;;No;;Sí;7;Sí;5;6;6;7;8;5;6;6;5;6;No;;4;7;;Más de 65 años;Hombre;
40910615;2023-11-09 21:22:57;2023-11-09 21:23:49;339096;;Parcial;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;9;10;10;10;;;;;;;;;;;
40910778;2023-11-09 21:43:10;2023-11-09 21:45:27;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;10;10;10;10;8;8;9;9;9;8;No;;;9;;De 26 a 40 años;Hombre;
40911842;2023-11-09 23:40:56;2023-11-09 23:43:42;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;7;7;7;9;9;9;9;9;9;9;No;;9;9;Reserva de cabinas no siempre disponible, se tiene que esperar mucho. Se podrían añadir horarios el sabado?;De 26 a 40 años;Hombre;
40911843;2023-11-09 23:40:57;2023-11-09 23:44:08;339096;;Completa;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;Sí;10;No;;No;;Sí;7;7;8;10;10;8;9;8;9;9;No;;7;9;;De 41 a 64 años;Mujer;
40913884;2023-11-10 08:28:58;2023-11-10 08:30:46;339096;;Completa;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);No;;No;;Sí;10;No;;;;10;10;;;;;;;;;10;;De 41 a 64 años;;
40913897;2023-11-10 08:36:28;2023-11-10 08:37:11;339096;;Parcial;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;;;;;;;;;;;;;;;
40913914;2023-11-10 08:45:23;2023-11-10 08:47:02;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;7;6;5;8;5;5;5;No;;6;7;;De 26 a 40 años;;
40914249;2023-11-10 09:13:46;2023-11-10 09:16:37;339096;;Parcial;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;10;10;10;10;10;10;No;;10;10;Continuar haciendo tan buen trabajo. Gracias;De 41 a 64 años;Mujer;
40914753;2023-11-10 09:50:54;2023-11-10 09:55:18;339096;;Completa;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;9;10;;9;;;9;No;;9;9;;De 41 a 64 años;;
40914857;2023-11-10 10:01:29;2023-11-10 10:03:20;339096;;Completa;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;9;No;;Sí;9;No;;;;10;9;;;;;;;;;10;;De 41 a 64 años;;
40914962;2023-11-10 10:20:36;2023-11-10 10:24:26;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);No;;No;;Sí;10;No;;;;9;8;0;0;0;0;9;No;;8;9;Los amplificadores de la cabina de ensayo son muy basicos. Tambien sugiero que se explique como funcionan los amplificadores asi como la lesa de sonido..;De 41 a 64 años;Mujer;
40914977;2023-11-10 10:22:55;2023-11-10 10:24:30;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;Sí;9;No;;No;;No;;;;10;9;;;;;;;;;9;;De 41 a 64 años;Mujer;
40915061;2023-11-10 10:38:10;2023-11-10 11:09:39;339096;;Completa;Tablet;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;10;10;10;10;10;10;Sí;10;10;;;Más de 65 años;Mujer;
40915062;2023-11-10 10:50:07;2023-11-10 10:40:48;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;No;;No;;No;;No;;;;9;10;10;10;5;10;10;No;;10;8;Faltan fondos de partituras para préstamo, deberían ampliar el catálogo;De 41 a 64 años;Hombre;
40915065;2023-11-10 10:39:13;2023-11-10 10:43:16;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;Servicio de préstamo de instrumentos musicales a domicilio;Servicio de información general y especializada;;;No;;No;;No;;No;;;;10;9;10;8;9;9;7;No;;10;10;Hacer alguna introducción (o entregar documentación o QR) a lo que tiene toda la biblioteca a los nuevos miembros o visitantes.;De 41 a 64 años;Hombre;
40915142;2023-11-10 10:57:03;2023-11-10 11:06:41;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;;;;;;;;;10;10;;;;;;No;;10;9;La sala de ensayo para coro la pondría de cierre a las 20:30 o 21:00h. ;De 41 a 64 años;Mujer;
40915230;2023-11-10 11:12:29;2023-11-15 14:00:11;339096;;Completa;Tablet;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;10;10;5;5;5;10;No;;10;10;;De 26 a 40 años;;
40915469;2023-11-10 11:37:35;2023-11-10 11:39:46;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;;;Sí;6;6;4;6;7;5;9;8;7;7;No;;5;6;;De 26 a 40 años;Mujer;
40915499;2023-11-10 11:42:02;2023-11-10 11:45:01;339096;;Parcial;Desktop;;;;;Servicio de cabinas de ensayo;;Servicio de información general y especializada;;;Sí;;;;;;;;;;;;;;;;;;;;;;;;
40915512;2023-11-10 11:43:46;2023-11-10 11:46:04;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;;;;;;;;;10;10;;;;;;;;;10;;De 41 a 64 años;Hombre;
40915521;2023-11-10 11:45:57;2023-11-10 11:48:12;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;10;10;;8;;10;10;No;;6;9;;Más de 65 años;Hombre;
40915976;2023-11-10 12:50:04;2023-11-10 12:53:39;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;;;;;;;;;;7;;;;;;;;;;9;;De 41 a 64 años;Hombre;
40916030;2023-11-10 13:02:32;2023-11-10 13:04:35;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;;;Sí;10;10;10;10;10;10;10;10;10;10;No;;10;10;No sabía que se prestan instrumentos a domicilio. Pero, en general, lo que se tendría que realizar es más publicidad. He ido varias veces al centro cultural conde duque y de esta biblioteca me enteré por mi cuenta buscando en internet sitios donde ensayar en el centro;De 41 a 64 años;Hombre;
40916351;2023-11-10 13:46:04;2023-11-10 13:47:55;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;Servicio de información general y especializada;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;8;No;;Sí;9;Sí;8;7;7;9;10;;9;8;8;7;Sí;7;;9;.;De 41 a 64 años;Hombre;
40917064;2023-11-10 14:39:17;2023-11-10 14:42:09;339096;;Completa;Desktop;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;No;;No;;No;;;;10;10;10;10;10;10;10;No;;10;10;;De 41 a 64 años;Hombre;
40917696;2023-11-10 15:37:26;2023-11-10 15:39:29;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);No;;No;;Sí;8;No;;;;9;10;;;;;;No;;10;9;;Más de 65 años;Mujer;
40918329;2023-11-10 16:16:00;2023-11-10 16:16:38;339096;;Parcial;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40919650;2023-11-10 17:59:38;2023-11-10 18:02:48;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;7;7;7;9;10;7;7;7;8;8;No;;8;9;Ampliar horarios de cabinas de ensayo;De 41 a 64 años;Hombre;
40920201;2023-11-10 18:20:15;2023-11-10 18:24:10;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;9;;0;9;10;10;9;Sí;6;4;6;Que el uso de las salas de ensayo sean como antes, donde no tenías que realizar citas previas cada vez que quiera usar cuando suficiente con una inscripción del uso de salas de ensayo se podía ir libremente ;De 26 a 40 años;Mujer;
40920404;2023-11-10 18:27:36;2023-11-10 18:29:44;339096;;Completa;Mobile;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;No;;;;;;;;;;10;;;;;;;;;;10;;De 41 a 64 años;;
40920443;2023-11-10 18:31:46;2023-11-10 18:35:23;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;Servicio de información general y especializada;;;Sí;10;No;;No;;Sí;5;5;5;10;10;5;5;10;10;;Sí;9;5;9;Poder realizar una búsqueda a tráves de la signatura en el catálogo online.;De 18 a 25 años;Mujer;
40922371;2023-11-10 21:21:23;2023-11-10 21:28:25;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;10;No;;Sí;;;;;;8;10;;9;;10;;No;;;9;Hay mucho espacio no utilizado;Más de 65 años;Mujer;
40923634;2023-11-11 00:15:59;2023-11-11 00:16:41;339096;;Parcial;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;10;10;10;;;;;;;;;;;;;;;
40924965;2023-11-11 05:35:04;2023-11-11 05:50:39;339096;;Completa;Tablet;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;No;;No;;No;;;;10;7;7;5;5;5;5;No;;5;7;"Es complicado conseguir telefónicamente la cita para la renovación de instrumentos; además, se tarda casi dos meses en dar el OK a una pequeña reparación necesaria e mi instrumento, aunque venía dañado de antes y no era por mi uso, Me gustaría que ese trámite pudiera aligerarse más, ya que, después, está el periodo de reparación en sí por el luthier, que amplia otras semanas el tiempo sin el instrumento. Muchas gracias.";De 26 a 40 años;Hombre;
40925986;2023-11-11 13:19:12;2023-11-11 13:21:12;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;;;;;;;;;9;9;8;9;8;;;;;;9;;De 41 a 64 años;Mujer;
40927935;2023-11-11 19:29:23;2023-11-11 19:31:39;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;Sí;10;Sí;10;No;;Sí;10;10;10;10;10;10;10;9;10;10;No;;10;10;;De 41 a 64 años;Hombre;
40929369;2023-11-12 00:28:55;2023-11-12 00:32:01;339096;;Completa;Mobile;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;No;;No;;No;;;;7;10;10;6;9;9;10;No;;8;10;;De 41 a 64 años;Mujer;
40929506;2023-11-12 01:11:41;2023-11-12 01:13:30;339096;;Completa;Tablet;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;8;9;7;9;9;6;9;No;;8;9;;De 41 a 64 años;Mujer;
40930873;2023-11-12 10:24:42;2023-11-12 10:26:27;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;;;;;;;8;7;;;;;;;;;8;Que hubiera turnos o más personal para que los horarios de las salas de ensayo pudieran terminar más tarde;De 41 a 64 años;Mujer;
40930876;2023-11-12 10:27:07;2023-11-12 10:28:54;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;Sí;7;6;8;10;10;10;9;10;9;9;No;;8;9;;De 18 a 25 años;Mujer;
40932256;2023-11-12 16:56:05;2023-11-12 16:58:04;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);Sí;8;No;;Sí;8;No;;;;8;10;;7;7;;7;No;;;8;;De 41 a 64 años;Hombre;
40932618;2023-11-12 18:34:18;2023-11-12 18:36:45;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;Sí;7;No;;No;;Sí;5;7;6;6;9;;;;;;;;;8;;Más de 65 años;Hombre;
40933993;2023-11-13 00:47:28;2023-11-13 00:49:54;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;No;;No;;;;9;8;8;8;7;7;8;Sí;8;9;8;No sé si es posible despegar los pianos del muro con el cubículo colindante porque el sonido se traspasa y es muy difícil ensayar propiamente. Además, es una pena, puesto que en sí las cabinas están bien aisladas.;De 18 a 25 años;Hombre;
40934292;2023-11-13 02:15:37;2023-11-13 02:17:49;339096;;Completa;Desktop;;;;;Servicio de cabinas de ensayo;;;;Actividades culturales (conciertos, talleres, visitas guiadas, exposiciones, conferencias, etc.);No;;No;;Sí;7;No;;;;7;8;;;;;;;;;8;;De 41 a 64 años;Hombre;
40935039;2023-11-13 08:37:22;2023-11-13 08:39:27;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;Sí;9;No;;No;;Sí;8;8;8;7;10;;8;8;;9;No;;;9;;De 41 a 64 años;Mujer;
40936068;2023-11-13 11:55:34;2023-11-13 11:58:22;339096;;Completa;Mobile;;;;;Servicio de cabinas de ensayo;;;;;No;;No;;Sí;7;Sí;7;;;8;10;7;7;7;7;9;No;;;7;;De 41 a 64 años;Mujer;
40938969;2023-11-13 12:55:19;2023-11-13 13:01:45;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);;;;;;Sí;9;No;;No;;Sí;7;8;7;10;10;2;7;5;;;No;;;9;Los fondos de manuales y partituras de instrumentos y lenguaje musical deberían ampliarse y actualizarse.iarse ;De 41 a 64 años;Mujer;
40939365;2023-11-13 13:50:35;2023-11-13 13:55:13;339096;;Completa;Desktop;;;;Servicio de préstamo (libros, partituras, audiovisuales);Servicio de cabinas de ensayo;;;;;Sí;9;No;;No;;Sí;5;4;4;10;10;10;10;7;10;10;Sí;6;10;9;La colección de partituras es muy buena. Sin embargo, la sección de métodos de aprendizaje de instrumentos está un tanto desactualizada, teniendo en cuenta todas las innovaciones realizadas en ese campo en los últimos 10 a 20 años. Sugeriría innovar/invertir en este aspecto.;De 26 a 40 años;Hombre;
40941254;2023-11-13 17:53:40;2023-11-13 17:55:28;339096;;Completa;Desktop;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;No;;No;;Sí;8;8;8;8;10;;10;9;9;9;No;;8;9;;De 41 a 64 años;Hombre;
40956458;2023-11-14 07:19:00;2023-11-14 07:20:45;339096;;Completa;Desktop;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;No;;No;;Sí;9;9;9;9;9;9;9;9;9;9;No;;9;9;;De 41 a 64 años;Hombre;
40961461;2023-11-14 13:42:27;2023-11-14 13:43:56;339096;;Completa;Desktop;;;;;;Servicio de préstamo de instrumentos musicales a domicilio;;;;No;;;;No;;No;;;;10;;10;10;;;;;;;10;QUE NO DEJEN EL SERVICIO DE PRESTAMO POR SU VALOR Y UTILIDAD, ENHORABUENA;De 41 a 64 años;Mujer;
