id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1004978540001566331,Elegant Albany Retreat | Mins to D/T & UAlbany,31318080,Cindy,,EIGHTH WARD,42.6555,-73.81066,Entire home/apt,164,2,40,2024-12-23,3.70,1,146,40,
1005978346817864540,Massive 4BD/3BA 2-Fl Townhouse Apt Downtown Albany,44434571,Earl,,SECOND WARD,42.64534889999999,-73.75364650000002,Entire home/apt,187,1,45,2025-01-01,3.10,8,323,39,
1007354086435981132,Top floor w/off street parking,232967878,Diana,,TENTH WARD,42.66091,-73.78453,Entire home/apt,189,1,33,2024-11-29,2.31,23,89,26,
1010759793485911351,Cozy Room w/ Walk-In Closet in Historic Home,382970529,Thomas,,THIRTEENTH WARD,42.67003,-73.79771,Private room,52,1,50,2024-12-24,3.49,14,252,39,
1010759799610182054,Cozy Room w/ Walk-In Closet in Historic Home,382970529,Thomas,,THIRTEENTH WARD,42.66971,-73.79755,Private room,56,1,52,2024-12-20,3.64,14,251,40,
1013659440189111738,Cozy 2nd Floor Room in Historic Manor Retreat,382970529,Thomas,,FOURTEENTH WARD,42.66873,-73.7993,Private room,65,1,19,2024-12-24,1.33,14,90,9,
1014739415604882278,Newly Renovated Modern Look Historical Building,51050977,Manny,,NINTH WARD,42.6572643,-73.7769051,Entire home/apt,77,3,1,2024-06-29,0.16,1,18,1,
1015385216942267174,纽约州首府的温馨小屋,182509542,Yan,,NINTH WARD,42.6558992,-73.7965699,Private room,24,1,0,,,1,84,0,
1016050146219474145,Heart of Albany - Downtown Near Everything,42708277,Rodney,,SIXTH WARD,42.65539,-73.76416,Entire home/apt,84,1,30,2024-12-04,2.10,6,171,27,
1018299533220989494,Comfy Room in Spacious Historic Manor Retreat,382970529,Thomas,,THIRTEENTH WARD,42.66996,-73.79816,Private room,68,1,74,2024-12-29,5.27,14,265,67,
1018972187574908115,1 Comfy Bedroom Across the Park,37769478,Erion,,SIXTH WARD,42.6535,-73.77046,Entire home/apt,65,1,54,2024-11-21,3.91,11,359,48,
1020518500251473070,Downtown Studio,233515764,Etem,,SECOND WARD,42.64714,-73.75466,Entire home/apt,77,1,113,2024-12-31,8.56,4,64,110,
1020993107237604444,*Beautiful* Spacious Prime DT 1 Bedroom Apt w GYM,47625981,Linda,,THIRD WARD,42.6586,-73.76421,Entire home/apt,119,1,16,2024-11-29,1.18,18,262,15,
1021011347006185640,*Spacious* Modern 1 Bedroom RARE Apt w GYM,47625981,Linda,,THIRD WARD,42.65971,-73.76382,Entire home/apt,119,1,26,2024-11-29,1.95,18,269,23,
1023053182224590019,Great home in Albany,496990578,Brian,,ELEVENTH WARD,42.66838,-73.77868,Entire home/apt,129,2,67,2024-12-14,5.03,1,87,64,
1034722814589239236,"*Huge, bright, private 2Bedroom*",130404008,Michael,,THIRD WARD,42.65711,-73.75133,Entire home/apt,92,14,2,2024-09-01,0.38,1,62,2,
1040624808363695229,Safe - Sweet -Serene - Long Term,42708277,Rodney,,SIXTH WARD,42.65447,-73.76078,Entire home/apt,90,1,39,2024-12-17,3.15,6,125,38,
1043565517982254841,2 bed room Apartment,212885959,Osas,,SECOND WARD,42.63976,-73.75705,Entire home/apt,110,1,18,2024-10-28,1.64,1,215,18,
1046458066266475264,Spacious & Comfortable Bedroom,192312997,Natasha,,ELEVENTH WARD,42.67169,-73.78828,Private room,85,1,7,2024-10-28,0.96,1,261,7,
1051544181986274174,Renovated Cozy 1920’s Apartment,31994990,Gonca,,SEVENTH WARD,42.64478,-73.7764,Entire home/apt,53,28,1,2024-09-30,0.31,2,236,1,
1052381112116173923,Charming Bungalow in Albany!,52464523,Dashima,,FIRST WARD,42.64081,-73.77463,Entire home/apt,120,30,7,2025-01-01,0.57,1,365,6,
1056068682616336229,two private bedrooms near hospitals & schools,20536619,Emily,,THIRTEENTH WARD,42.6714,-73.79431,Private room,118,4,1,2024-08-22,0.22,5,61,1,
1056469473906808728,"Bonjour, Bienvenue A Chez Pierre",553112010,Linda,,TWELFTH WARD,42.7149,-73.87649,Private room,103,2,1,2024-10-26,0.42,1,268,1,
1061814091773376272,Massive 5BD/4BA 3-Story Duplex @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64418,-73.75316,Entire home/apt,325,1,13,2024-11-30,1.23,8,207,13,
1062527013885315764,"private twin room near hospitals, schools",20536619,Emily,,THIRTEENTH WARD,42.67096,-73.79514,Private room,61,4,10,2024-10-27,0.88,5,76,10,
1072781767409521866,The Bluebird’s Nest,426223840,Antonio,,ELEVENTH WARD,42.663915656143736,-73.77786945551634,Entire home/apt,91,1,33,2024-08-25,2.94,1,268,33,
1073179963201889958,In the heart of Albany,31994990,Gonca,,SEVENTH WARD,42.64473,-73.77641,Entire home/apt,53,20,2,2024-09-02,0.39,2,15,2,
1075444056381274297,The Tangerine Door,542733174,Rebecca,,TWELFTH WARD,42.67908,-73.79505,Entire home/apt,165,2,19,2024-12-26,1.69,1,243,19,
1079742757364810916,Lark St Oasis: Parking & Laundry,119340359,Lori,,SIXTH WARD,42.65607,-73.76345,Entire home/apt,122,30,6,2024-03-10,0.56,2,41,6,
1090781013234004527,Newly renovated cozy apartment !,521669673,Kody,,THIRD WARD,42.65975,-73.76311,Entire home/apt,68,14,1,2024-11-24,0.70,4,268,1,
1090800410444414860,Work hard and relax !,521669673,Kody,,THIRD WARD,42.65874,-73.76302,Entire home/apt,68,14,0,,,4,268,0,
1091422934956081673,2 bed with parking off Madison,232967878,Diana,,TENTH WARD,42.65988,-73.78486,Entire home/apt,160,2,15,2024-10-28,1.57,23,89,15,
1091500387329731524,Triplex oasis w:parking near MVP,232967878,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,89,2,45,2024-12-18,4.33,23,82,45,
1097201673425863720,Cozy 1-Bedroom Apt in Albany (Entire Apartment),360806709,Gloria,,SEVENTH WARD,42.64149,-73.77925,Entire home/apt,82,1,35,2024-12-31,6.82,1,73,35,
1097995825442731795,New Center square studio,232967878,Diana,,SIXTH WARD,42.65269,-73.76567,Entire home/apt,93,2,33,2024-11-30,3.28,23,84,33,
1100876731732967826,"Homey, Quiet 2BR W/ Washer Dryer",152762198,Allen,,FOURTEENTH WARD,42.67008,-73.80691,Entire home/apt,99,3,24,2024-12-23,2.70,9,155,24,
1102984130027939637,Lovely 1 bedroom across the Park,37769478,Erion,,SIXTH WARD,42.65289,-73.76834,Entire home/apt,71,1,38,2024-11-08,3.77,11,364,38,
1105303461851883481,Downtown Brownstone with a View!,14817455,Matt,,THIRD WARD,42.65749,-73.75263,Entire home/apt,140,7,0,,,1,231,0,
1108060100336766656,downtown,539608284,Joyhefsiba,,THIRD WARD,42.66141,-73.76361,Private room,31,30,0,,,1,364,0,
1111221935683053416,Historical Pastures,418250661,Stephanie,,THIRD WARD,42.6564469,-73.7507251,Entire home/apt,116,3,7,2024-10-01,0.73,1,333,7,
1119691401020641385,Serene 1BR Escape: Walk to Eateries & Parks in ALB,472965048,Matt,,SIXTH WARD,42.65348,-73.7637,Entire home/apt,88,1,7,2024-10-27,0.77,2,175,7,
1119844407084108907,1 bed 1 bath Apartment,477328400,Tyler,,SEVENTH WARD,42.64885,-73.76523,Entire home/apt,100,1,38,2024-11-24,4.62,1,17,38,
1120212616553191970,"Walkable 1BR Apt w| Fire Pit, Near Empire Plaza!",472965048,Matt,,SIXTH WARD,42.65194,-73.76526,Entire home/apt,88,1,21,2024-12-08,2.24,2,175,21,
1121699903906738345,Cozy apartment in Albany,1761578,Grant,,SIXTH WARD,42.65314,-73.76546,Entire home/apt,100,2,5,2024-10-28,0.55,3,269,5,
1123231471304541808,"Modern townhouse 2 Bedrooms, King Bed, parking",10279606,Nori,,FIFTEENTH WARD,42.66901,-73.82402,Entire home/apt,115,1,35,2024-12-26,3.99,2,237,35,
1124558577325015506,Charming 1BR Near Capitol-Dwntwn,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,85,3,2,2024-08-17,0.28,2,213,2,
1124632058968031818,Modern Duplex - Historical Home,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,110,3,4,2024-08-24,0.45,2,215,4,
1128332989288304495,Downtown Albany Vacation Rental - Chic & Walkable!,121680792,Evolve,,THIRD WARD,42.65694,-73.75449,Entire home/apt,106,2,3,2024-07-28,0.43,6,63,3,
1128386510439836615,Welcome home travelers,502037254,Andrew,,SEVENTH WARD,42.64893,-73.76886,Entire home/apt,75,25,2,2024-08-03,0.31,3,183,2,
1131258472427093335,"Modern 2 BR near MVP Arena, Colleges, Airport",440509865,John,,FIFTEENTH WARD,42.674853495878494,-73.81692445092622,Entire home/apt,180,1,24,2024-12-15,4.83,1,333,24,
1134940445251354534,Calling all travelers,521669673,Kody,,THIRD WARD,42.65909,-73.75691,Entire home/apt,70,14,1,2024-05-03,0.12,4,268,1,
1135812630237897119,Cozy Bedrooms in Albany,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,40,28,0,,,3,269,0,
1136433500940918827,"""The LEO Home"" Private Bedroom 1",349460842,Scott,,THIRTEENTH WARD,42.66368,-73.78128,Private room,56,30,0,,,17,182,0,
1141525488442370659,North Allen,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,,28,0,,,3,243,0,
1142828940864329671,Safe Comfy Cozy 2 bedrooms.,574235481,Lavern,,FIRST WARD,42.64094,-73.7767,Entire home/apt,,2,4,2024-07-06,0.49,1,0,4,
1142832011692120213,Great area-Patio-Off Street Parking-Quiet,129023424,Riccardo,,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,119,7,5,2024-09-29,0.67,1,267,5,
1146241260871564965,Larson Green,233515764,Etem,,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,,1,37,2024-12-26,4.55,4,86,37,
1146352622413555849,491 Washington Ave FL1Rare,575030103,Rehan,,ELEVENTH WARD,42.66259,-73.7733,Private room,55,2,14,2024-11-30,1.74,2,250,14,
1147092019793504034,Larson Blue,233515764,Etem,,SIXTH WARD,42.65274,-73.76779,Entire home/apt,90,1,46,2024-11-01,5.56,4,89,46,
1150611568915810847,Albany historic Washington Park,576083630,Joseph,,SIXTH WARD,42.6586049,-73.76803290000001,Entire home/apt,124,2,9,2024-10-28,1.14,1,89,9,
1158059552251999833,"""The Albany Allen Home"" Private Bedroom 1",349460842,Scott,,TENTH WARD,42.66428,-73.79249,Private room,56,30,2,2024-11-29,0.47,17,269,2,
1158239701426064904,Funky loft studio,502037254,Andrew,,THIRD WARD,42.65845,-73.75926,Entire home/apt,98,30,0,,,3,258,0,
1164651175585600815,*Private Entrance* Cozy Apt Bright + Modern W/D,47625981,Linda,,SEVENTH WARD,42.64727,-73.76758,Entire home/apt,119,1,10,2024-11-16,1.58,18,342,10,
1169514128026903528,/A luxuryhome Near NYSCapital sleeps 10+W/D Grill\,580892646,Crystal,,SECOND WARD,42.64444,-73.75686,Entire home/apt,399,2,8,2024-12-29,1.40,3,163,8,
1170384250566304506,/An Oasis 8 ppl Yard Grill W/D\,580892646,Crystal,,SECOND WARD,42.64349,-73.75906,Entire home/apt,301,2,2,2024-07-31,0.32,3,160,2,
1171795874799450911,Walk to convention center:Lark St:Capital,232967878,Diana,,SIXTH WARD,42.65314,-73.7653,Entire home/apt,150,1,24,2024-12-14,3.41,23,75,24,
1171885189346375850,/A spacious suite: King/Queen beds Grill WD yard\,580892646,Crystal,,SECOND WARD,42.64462,-73.75764,Private room,200,2,0,,,3,167,0,
1173390858101803102,New near major medical facility,232967878,Diana,,SEVENTH WARD,42.64442,-73.77938,Entire home/apt,250,2,13,2024-12-19,2.29,23,37,13,
1174544643387116469,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,Thaddeus,,THIRTEENTH WARD,42.66894,-73.79549,Entire home/apt,107,1,40,2024-12-27,5.88,2,238,40,
1175235317794137317,Furnished 4 bed vintage home,20536619,Emily,,THIRTEENTH WARD,42.67276,-73.79332,Entire home/apt,,20,0,,,5,0,0,
1182574461437954732,Limited Time Listing,42708277,Rodney,,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,96,1,16,2024-11-03,2.45,6,87,16,
1183457852972127594,Upscale Listing-Heart of Albany,42708277,Rodney,,SIXTH WARD,42.65227,-73.7646,Entire home/apt,102,1,12,2024-10-14,2.08,6,85,12,
1183460523409924571,Upscale Listing Prime Location,42708277,Rodney,,SIXTH WARD,42.6524,-73.76351,Entire home/apt,96,1,5,2024-12-01,0.78,6,59,5,
1184656403266667138,NEW studio w/2 beds near MVP,232967878,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,145,1,12,2024-11-16,1.88,23,89,12,
1185537980724624711,Empire Plaza Apartment,29483818,Ben,,SIXTH WARD,42.65327,-73.76181,Entire home/apt,80,1,71,2025-01-03,11.27,1,83,71,
1185591493744586895,"""The Albany Allen Home"" Private Bedroom 3",349460842,Scott,,FOURTEENTH WARD,42.66612,-73.79275,Private room,70,30,0,,,17,269,0,
1187591175698501325,House near major medical center,232967878,Diana,,NINTH WARD,42.65502,-73.79183,Entire home/apt,250,1,16,2024-12-21,2.61,23,0,16,
1189245100874558445,Beautiful 2 Bedroom with Parking,37769478,Erion,,SIXTH WARD,42.65333,-73.7711,Entire home/apt,110,1,13,2024-12-14,3.55,11,349,13,
1189249179392132534,Lovely 1 Bedroom with Parking,37769478,Erion,,TENTH WARD,42.66215,-73.79048,Entire home/apt,80,1,19,2024-12-17,3.24,11,362,19,
1191466513839284968,Shanawaz family home,478739541,Shanawaz,,EIGHTH WARD,42.65777,-73.8177,Private room,90,1,2,2024-07-19,0.34,1,364,2,
1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,,SIXTH WARD,42.65521,-73.76497,Entire home/apt,215,5,0,,,6,317,0,
1198592120169206200,"""The LEO Home"" Private Bedroom 2",349460842,Scott,,TENTH WARD,42.66269,-73.78163,Private room,56,30,0,,,17,182,0,
1201525324551556925,Traveling Medical Professionals,413566290,Victoria,,NINTH WARD,42.65506735928797,-73.79768460988998,Private room,,2,4,2024-09-01,0.71,1,0,4,
1208695175897245796,"""The Albany Allen Home"" Private Bedroom 5",349460842,Scott,,TENTH WARD,42.6639,-73.7927,Private room,36,30,0,,,17,309,0,
1209313814437527365,"private queen room near AMC, UAlbany",20536619,Emily,,THIRTEENTH WARD,42.67318,-73.79345,Private room,65,5,2,2024-10-27,0.67,5,88,2,
1210875317904799284,Charming Home,147780154,Julia,,EIGHTH WARD,42.65812,-73.81912,Entire home/apt,199,3,0,,,1,358,0,
1223296094447723679,Cozy Remote Workplace,42708277,Rodney,,TENTH WARD,42.66119,-73.77536,Entire home/apt,87,1,9,2024-11-11,2.13,6,84,9,
1223845635352908531,"493 Washington Ave, Albany 12206, 1st Floor",575030103,Rehan,,ELEVENTH WARD,42.66332540000001,-73.77422550000001,Entire home/apt,110,3,3,2024-10-28,1.07,2,361,3,
1223982811498688622,"Apartment w/ Deck in Albany, Walk to Downtown!",121680792,Evolve,,SIXTH WARD,42.65679,-73.76334,Entire home/apt,96,2,12,2024-11-24,2.61,6,355,12,
1224184445857718550,White Cozy Room,522436003,Adriana,,THIRTEENTH WARD,42.66859,-73.78832,Private room,55,28,1,2024-10-04,0.32,3,278,1,
1229287611382413342,The Crimson Retreat,562084689,Antonio,,TENTH WARD,42.66095,-73.77813,Entire home/apt,105,1,10,2024-11-28,2.65,3,364,10,
1229302903741056027,It's Like a Treehouse,562084689,Antonio,,TENTH WARD,42.66104,-73.77971,Entire home/apt,99,1,8,2024-11-10,1.83,3,361,8,
1229336497403850446,Indigo Bunting Nest,562084689,Antonio,,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,113,1,15,2024-12-21,3.41,3,352,15,
1230257693323535013,Chic Garden Apt Center Square | King Bed & Laundry,106288454,Luanne,,SIXTH WARD,42.65507161089614,-73.76475094677727,Entire home/apt,118,1,8,2024-12-27,8,1,232,8,
1233366548908684664,Larson Gold,233515764,Etem,,SIXTH WARD,42.65173,-73.76786,Entire home/apt,87,1,26,2024-12-28,6.55,4,76,26,
1234376912864523021,Spacious Garden Apt in Center Square,564967431,Stephanie,,SIXTH WARD,42.65046806904435,-73.7643479581064,Entire home/apt,86,2,2,2024-10-28,0.76,2,194,2,
1237963668912797614,Tasteful…in more ways than one!,382970529,Thomas,,SIXTH WARD,42.655070571714035,-73.76151133328676,Entire home/apt,125,1,13,2024-12-29,3.64,14,172,13,
1240621479377945523,peaceful 6 underground,412416973,Virginia,,SECOND WARD,42.64567,-73.75883,Private room,71,1,2,2024-12-23,0.86,1,349,2,
1242227342075722524,Nice room in downtown albany,594734396,Abdelrahman,,SECOND WARD,42.6425,-73.75889,Private room,50,1,12,2024-12-21,3.60,1,357,12,
1244501223498311841,The Ladies Playground,512321530,Rashiek,,THIRD WARD,42.66144811220143,-73.76761513155765,Entire home/apt,88,1,0,,,1,364,0,
1246452851774715158,Room close to AMC and St peter,652223872,Umit,,TENTH WARD,42.65941683202992,-73.78360267728567,Private room,59,3,3,2024-12-14,1.05,1,316,3,
1252203595666312568,"""The Albany Allen Home"" Private Bedroom 4",349460842,Scott,,TENTH WARD,42.665179051217486,-73.79260147965597,Private room,56,30,0,,,17,364,0,
1252255960109808438,The Old Lawmaker's Building.,172861174,Vibha,,THIRD WARD,42.6551298,-73.75842949999999,Private room,107,1,3,2024-10-28,1.05,1,364,3,
1252258297385952172,staycation CAP region,38324986,Gregory,,EIGHTH WARD,42.64548739100758,-73.7896032151887,Entire home/apt,216,3,0,,,1,364,0,
1252301211909514289,"""The Albany Allen Home"" Private Bedroom 2",349460842,Scott,,TENTH WARD,42.66555578069533,-73.79269774597833,Private room,56,30,1,2024-11-27,0.75,17,336,1,
1256391301639690602,Lovely 1 bedroom across the park,37769478,Erion,,SIXTH WARD,42.65422976833157,-73.76982577313373,Entire home/apt,71,1,4,2024-10-26,1.28,11,364,4,
1256498995571429533,"""The LEO Home"" Private Bedroom 3",349460842,Scott,,TENTH WARD,42.66226,-73.78221,Private room,56,30,0,,,17,124,0,
1258922176307142144,Cozy Boho 1BR Near Albany Med & St Peter Hospitals,18490980,Jeremy,,SIXTH WARD,42.65337803678852,-73.7728707580915,Entire home/apt,84,2,6,2024-12-30,2.07,2,179,6,
1259604917138801047,Cozy & Convenient Studio at Washington Park Albany,18490980,Jeremy,,SIXTH WARD,42.65584,-73.76565,Entire home/apt,69,28,2,2024-11-03,0.71,2,179,2,
1264531987910224088,"*Serene* Parkside 2BR Apt: Private Entrance, W/D",47625981,Linda,,SEVENTH WARD,42.64762856666501,-73.76751684061892,Entire home/apt,145,1,8,2024-12-20,2.82,18,345,8,
1265342374507338537,Stylish studio - downtown Albany,564967431,Stephanie,,SIXTH WARD,42.65004675077063,-73.76402178164355,Entire home/apt,80,1,4,2024-12-21,1.69,2,357,4,
1266676779473584420,Row house on the park,1017349,Chris,,SIXTH WARD,42.65319027333566,-73.76970599961155,Private room,75,1,1,2024-10-26,0.42,1,83,1,
1268205616603776750,Central Location 1 Bed 1 Bath With Parking,270608641,Enkelejda,,SIXTH WARD,42.65137969505171,-73.76947069212083,Entire home/apt,,1,6,2024-12-23,2.77,1,0,6,
1273861365984558378,Short term across from UAlbany,658588120,Melinda,,TWELFTH WARD,42.686850591818136,-73.81405551801146,Entire home/apt,60,28,0,,,1,325,0,
1273958657689116365,3 Bedroom Cozy Ranch,57127782,Deanna,,FIFTEENTH WARD,42.673155,-73.8203654,Entire home/apt,171,1,13,2024-12-26,5.65,1,323,13,
1277527400878120655,"Historic Charm, Trendy Vibes, Centrally Located",382970529,Thomas,,SIXTH WARD,42.654727,-73.7617826,Entire home/apt,184,1,0,,,14,359,0,
1277717926531215616,Large Center Sq Luxury Retreat.,65760,Anthony,,SIXTH WARD,42.6497616,-73.7645287,Entire home/apt,128,7,0,,,1,268,0,
1278217185429354676,Historic Center Square/ King Suite and Good Eats,382970529,Thomas,,SIXTH WARD,42.6555938898485,-73.76228544172685,Private room,95,1,2,2024-11-15,1.03,14,86,2,
1279781671588026640,Spacious & Quiet Townhouse.,528617680,Paola,,SECOND WARD,42.6453112779392,-73.75793399720892,Private room,75,1,4,2024-12-31,1.88,1,362,4,
1279846646046615122,Cozy room in the heart of Albany,32379616,Fabiola,,THIRD WARD,42.664093,-73.7679519,Private room,35,28,0,,,1,358,0,
1281427034934747277,Basement Apt Near Washington Park & SUNY Downtown,491607190,Nessie,,SIXTH WARD,42.658761307012696,-73.76808434926743,Entire home/apt,95,1,0,,,2,10,0,
1283447154504886081,"Historic Charm, King Bed, Chill Vibes n' Good Eats",382970529,Thomas,,SIXTH WARD,42.65364,-73.76217,Private room,95,1,2,2024-11-16,1.15,14,86,2,
1288603783171108127,Washington Lofts 109 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65769853839876,-73.76265861973056,Entire home/apt,54,31,0,,,5,354,0,
1288603840617378795,Washington Lofts 303 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.657972465126825,-73.76464632915632,Entire home/apt,59,31,0,,,5,119,0,
1288603902798375521,Washington Lofts 304 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65735001723258,-73.76321831042932,Entire home/apt,64,31,2,2024-12-07,1.67,5,338,2,
1288604046621507922,Washington Lofts 109 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,THIRD WARD,42.65537054523247,-73.76089577263407,Entire home/apt,59,31,1,2024-12-01,0.83,5,229,1,
1288604092723663347,Washington Lofts 310 Spacious 1 Bedroom 1 Bath,358619880,Properties By Preston,,SIXTH WARD,42.65678,-73.76367,Entire home/apt,57,31,0,,,5,98,0,
1289084606313003203,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,Blossom Estates,,TENTH WARD,42.65701240741075,-73.78116252001512,Entire home/apt,67,1,10,2025-01-04,6.12,3,0,10,
1291321613053647042,The Belvedere,571617730,Zinte,,SECOND WARD,42.6445746,-73.7566836,Entire home/apt,300,1,0,,,1,364,0,
1292881870228693830,‘The Blue Home’ Private Bedroom 3 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66229705990609,-73.78175574496683,Private room,70,30,0,,,17,200,0,
1294330125585979004,Modern Luxury 2 bedroom w/yard,353498132,Michael,,EIGHTH WARD,42.64592834063253,-73.79876141165387,Entire home/apt,99,13,0,,,6,191,0,
1295804289767410494,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,Scott,,THIRTEENTH WARD,42.66345629680885,-73.7818281544101,Private room,70,30,0,,,17,174,0,
1296651761769034648,Room in Albany,663670719,Elhadj,,THIRTEENTH WARD,42.664345438141105,-73.77874573138119,Private room,45,1,0,,,3,327,0,
1296756366433115082,"Room In Albany, NY",663670719,Elhadj,,ELEVENTH WARD,42.66294970341223,-73.7789027115689,Private room,45,1,12,2025-01-02,10.00,3,355,12,
1298067362380112500,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64441207268658,-73.7522667363394,Entire home/apt,97,1,1,2025-01-01,1,8,356,1,
1298625208863760034,Mid-century Cozy Retreat W/D,47625981,Linda,,SEVENTH WARD,42.64882383528059,-73.7666466200598,Entire home/apt,119,1,1,2024-12-08,1,18,364,1,
1300644516303671513,Hope On The Hill,341431807,Rakee,,FIRST WARD,42.6310402282283,-73.77196507981581,Entire home/apt,90,1,2,2024-12-29,2,1,364,2,
1303756679339915039,Stylish Downtown Loft – Just 1/2 Mile to MVP Arena,433096110,Brian,,THIRD WARD,42.64857778672964,-73.75282604419031,Entire home/apt,99,1,1,2025-01-01,1,4,350,1,
1308084493028885153,‘The Blue Home’ Private Bedroom 2 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66299894556866,-73.7825558531992,Private room,56,28,0,,,17,259,0,
1308111521841678866,‘The Blue Home’ Private Bedroom 4 / 1 Full Bath,349460842,Scott,,TENTH WARD,42.66239946679698,-73.78271260107455,Private room,56,30,0,,,17,364,0,
1310170283925918533,Private Room In Albany,663670719,Elhadj,,ELEVENTH WARD,42.66375890730826,-73.77674406705056,Private room,49,1,2,2024-12-31,2,3,199,2,
1312449079141263102,COZY  house,667142820,Sylvain Marco,,FIFTEENTH WARD,42.6694592,-73.8269249,Entire home/apt,250,30,0,,,1,364,0,
1319619558594743733,Prime Location - 1 Bedroom,559146397,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,73,5,0,,,1,278,0,
1325491259534107672,Walk to Washington Park: Remote Work-Ready Apt!,121680792,Evolve,,SIXTH WARD,42.65481,-73.77287,Entire home/apt,96,2,0,,,6,364,0,
